name,roaster,roaster_city,roaster_country_state,roaster_country,origin,origin_count,origin_country,review_date,est_price,rating,roast,agtron,agtron_grounds,agtron_bean,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,desc
Le Brewlife Espresso Blend,Le Brewlife,Taichung,Taiwan,Taiwan,Not disclosed,1,Not disclosed,July 2021,NT $350/250 grams,92,Medium-Light,52/70,52,70,8.0,0.0,9.0,8.0,8.0,9.0,"Evaluated as espresso. Chocolaty and nut-toned. Baking chocolate, hazelnut, date, fir, a hint of marjoram in aroma and small cup. Creamy mouthfeel; crisply chocolaty, nut-driven finish with undertones of fresh-cut fir. In three parts milk, chocolaty and nut-toned, Nutella-like.","A blend of Arabica coffees (of undisclosed origin), processed by the washed method (fruit skin and flesh are removed from the beans before they are dried) and roasted for espresso applications. Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.","A friendly, accessible, richly chocolate espresso blend nuanced by sweet nut and rich aromatic wood notes throughout.","Evaluated as espresso. Chocolaty and nut-toned. Baking chocolate, hazelnut, date, fir, a hint of marjoram in aroma and small cup. Creamy mouthfeel; crisply chocolaty, nut-driven finish with undertones of fresh-cut fir. In three parts milk, chocolaty and nut-toned, Nutella-like. A friendly, accessible, richly chocolate espresso blend nuanced by sweet nut and rich aromatic wood notes throughout."
Kona Maragogype Peaberry Natural,Rusty’s Hawaiian,Pahala,Hawaii,United States,"Kona growing region, Big Island of Hawai’i",1,Hawaii,June 2021,$25.00/4 ounces,95,Medium-Light,58/80,58,80,9.0,9.0,9.0,9.0,9.0,0.0,"Richly aromatic, complex, multi-layered. Lychee, lavender, cocoa nib, hazelnut butter, lemon-thyme in aroma and cup. Sweet-savory with lively, juicy acidity; plush, very syrupy mouthfeel. Long, resonant, flavor-saturated finish.","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2021.This 100% Kona coffee was produced from trees of the giant-beaned Maragogype variety of Arabica and processed by the natural method (beans are dried in the whole fruit). This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","This very rare bean, a peaberry grade of the enormous Maragogype variety, produces here a gorgeous, vivid, richly sweet-savory cup.","Richly aromatic, complex, multi-layered. Lychee, lavender, cocoa nib, hazelnut butter, lemon-thyme in aroma and cup. Sweet-savory with lively, juicy acidity; plush, very syrupy mouthfeel. Long, resonant, flavor-saturated finish. This very rare bean, a peaberry grade of the enormous Maragogype variety, produces here a gorgeous, vivid, richly sweet-savory cup."
Ecuador San José de Minas Double-Anaerobic,Peach Coffee Roasters,Johns Creek,Georgia,United States,"Pichincha Province, Ecuador",1,Ecuador,June 2021,$45.00/12 ounces,94,Light,62/80,62,80,9.0,9.0,9.0,9.0,8.0,0.0,"Delicately sweet, richly perfumy. Bergamot, marzipan, lilac, apricot, cocoa nib in aroma and cup. Sweetly tart in structure with very lively, juicy acidity; lightly viscous, silky mouthfeel. The finish centers around notes of bergamot and lily, rounding to cocoa nib in the long.","Produced by Galo Morales of Finca Cruz Loma, of the Sidra and Typica Mejorada varieties of Arabica, and processed by the anaerobic washed method. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A resonant, clean, vibrantly sweet-tart washed anaerobic Ecuador cup with an exhilaratingly complex range of aromatic expression.","Delicately sweet, richly perfumy. Bergamot, marzipan, lilac, apricot, cocoa nib in aroma and cup. Sweetly tart in structure with very lively, juicy acidity; lightly viscous, silky mouthfeel. The finish centers around notes of bergamot and lily, rounding to cocoa nib in the long. A resonant, clean, vibrantly sweet-tart washed anaerobic Ecuador cup with an exhilaratingly complex range of aromatic expression."
Colombia Bandida Lactic Natural,Peach Coffee Roasters,Johns Creek,Georgia,United States,"Huila Department, Colombia",1,Colombia,June 2021,$28.99/12 ounces,93,Medium-Light,52/72,52,72,9.0,9.0,8.0,9.0,8.0,0.0,"Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity; very smooth, satiny mouthfeel. The tart-leaning finish is rounded by sweet chocolate notes.","Produced by Andres Guaca of Finca La Bandida entirely of the rare Pink Bourbon variety of Arabica, and processed by fermenting whole cherries for 65 hours with the addition of lactobacilli, then drying them in the sun. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A richly bittersweet Colombia cup processed with the addition of lactobacilli to the whole-cherry fermentation, resulting in a fundamentally sweet cup with savory undertones.","Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity; very smooth, satiny mouthfeel. The tart-leaning finish is rounded by sweet chocolate notes. A richly bittersweet Colombia cup processed with the addition of lactobacilli to the whole-cherry fermentation, resulting in a fundamentally sweet cup with savory undertones."
Nyeri Hill Kenya,JBC Coffee Roasters,Madison,Wisconsin,United States,"Nyeri growing region, Kenya",1,Kenya,June 2021,$20.50/12 ounces,95,Medium-Light,58/80,58,80,9.0,9.0,9.0,9.0,9.0,0.0,"Richly sweet-tart, deeply nuanced. Lychee, pink grapefruit zest, sassafras, cocoa nib, star jasmine in aroma and cup. Deep-toned, balanced structure with lush, juicy acidity; viscous, syrupy mouthfeel. Complexly layered finish redolent of lychee and star jasmine, with cocoa nib undertones. ","Produced at Nyeri Hill Estate from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A complete, expressive Kenya cup with tart fruit, sweet cocoa and spicy floral notes throughout.","Richly sweet-tart, deeply nuanced. Lychee, pink grapefruit zest, sassafras, cocoa nib, star jasmine in aroma and cup. Deep-toned, balanced structure with lush, juicy acidity; viscous, syrupy mouthfeel. Complexly layered finish redolent of lychee and star jasmine, with cocoa nib undertones.  A complete, expressive Kenya cup with tart fruit, sweet cocoa and spicy floral notes throughout."
La Perla Chiquita Ecuador,JBC Coffee Roasters,Madison,Wisconsin,United States,"Pichincha Province, Ecuador",1,Ecuador,June 2021,$21.00/12 ounces,95,Medium-Light,56/76,56,76,9.0,9.0,9.0,9.0,9.0,0.0,"Evaluated as espresso. Complex, multi-layered, rich-toned. Red plum, dark chocolate, cashew butter, cocoa nib, a hint of rosemary in aroma and small cup. Very syrupy mouthfeel; resonant, flavor-laden finish. In three parts milk, red plum and cashew butter take center stage, supported by gentle cocoa nib and a whisper of a savory, rosemary-like herb.","This exceptional coffee was selected as the No. 14 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by the Lomas Obando family of Finca La Perla Chiquita, entirely of the Typica Mejorado variety of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A compellingly sweet-savory Ecuador Typica with bright, juicy acidity, especially smooth mouthfeel, and confident, long finish.","Evaluated as espresso. Complex, multi-layered, rich-toned. Red plum, dark chocolate, cashew butter, cocoa nib, a hint of rosemary in aroma and small cup. Very syrupy mouthfeel; resonant, flavor-laden finish. In three parts milk, red plum and cashew butter take center stage, supported by gentle cocoa nib and a whisper of a savory, rosemary-like herb. A compellingly sweet-savory Ecuador Typica with bright, juicy acidity, especially smooth mouthfeel, and confident, long finish."
Pantan Musara Sumatra,JBC Coffee Roasters,Madison,Wisconsin,United States,"Aceh Province, Sumatra, Indonesia",1,Indonesia,June 2021,$17.90/12 ounces,94,Medium-Light,56/74,56,74,9.0,0.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel; crisp, sweet finish. In cappuccino-scaled milk, mulberry and clove notes lead, with undertones of dark caramel and narcissus.","Produced by smallholding farmers from trees of the Gayo 1, Gayo 2, Catimor and  Abyssinia varieties of Arabica and processed by the conventional washed method, rather than the wet-hulled variation more typical of Sumatra. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A rare conventionally washed-process Sumatra cup, roasted for espresso, rich, spice-toned and floral.","Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel; crisp, sweet finish. In cappuccino-scaled milk, mulberry and clove notes lead, with undertones of dark caramel and narcissus. A rare conventionally washed-process Sumatra cup, roasted for espresso, rich, spice-toned and floral."
Las Flores Colombia,JBC Coffee Roasters,Madison,Wisconsin,United States,"San Isidro, Acevedo, Huila, Colombia",1,Colombia,June 2021,$20.00/12 ounces,94,Medium-Light,58/78,58,78,9.0,9.0,9.0,9.0,8.0,0.0,"Sweet, bright, elegant. Dark chocolate, hazelnut butter, freesia, nougat, cedar in aroma and cup. Richly sweet structure with crisp, high-toned acidity; very full, satiny mouthfeel. Finish consolidates to cocoa-toned nut and freesia supported by fresh-cut cedar.","Produced by Jhoan Manuel Vergara Ayure of Finca Las Flores, entirely of the Pink Bourbon variety of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A deep, chocolaty Colombia cup with ballast from spicy florals and sweet, creamy nut.","Sweet, bright, elegant. Dark chocolate, hazelnut butter, freesia, nougat, cedar in aroma and cup. Richly sweet structure with crisp, high-toned acidity; very full, satiny mouthfeel. Finish consolidates to cocoa-toned nut and freesia supported by fresh-cut cedar. A deep, chocolaty Colombia cup with ballast from spicy florals and sweet, creamy nut."
Snowfield Espresso Blend,RamsHead Coffee Roasters,Bozeman,Montana,United States,Colombia; El Salvador; Ethiopia,3,Colombia; El Salvador; Ethiopia,June 2021,$16.95/12 ounces,93,Medium,49/63,49,63,9.0,0.0,8.0,9.0,8.0,9.0,"Evaluated as espresso. Deep-toned, richly chocolaty. Dark chocolate, pecan praline, lily, golden raisin, cedar in aroma and small cup. Satiny-smooth mouthfeel; chocolaty and floral-toned finish. The milk shot is all chocolate, front and center, supported by suggestions of lily and golden raisin.","An espresso blend comprised of washed-process coffees from El Salvador, Ethiopia and Colombia. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A balanced blend of coffees from El Salvador, Ethiopia and Colombia that offers a richly chocolaty and thoroughly floral cup, especially attractive in cappuccino-scaled milk.","Evaluated as espresso. Deep-toned, richly chocolaty. Dark chocolate, pecan praline, lily, golden raisin, cedar in aroma and small cup. Satiny-smooth mouthfeel; chocolaty and floral-toned finish. The milk shot is all chocolate, front and center, supported by suggestions of lily and golden raisin. A balanced blend of coffees from El Salvador, Ethiopia and Colombia that offers a richly chocolaty and thoroughly floral cup, especially attractive in cappuccino-scaled milk."
Pandemic Pacamara Blend,RamsHead Coffee Roasters,Bozeman,Montana,United States,El Salvador; Guatemala,2,El Salvador; Guatemala,June 2021,$15.95/12 ounces,93,Medium,52/68,52,68,9.0,8.0,9.0,9.0,8.0,0.0,"Richly nut-toned, sweetly savory. Almond brittle, magnolia, date, fresh-cut oak, lemon-thyme in aroma and cup. Sweet-savory structure with gentle but lively acidity; creamy-smooth mouthfeel. The deeply sweet, nutty finish suggests almond brittle with magnolia and oak undertones.","A blend comprised of two coffees of the Pacamara variety, one from the Menendez Family Farm in El Salvador and the other from Finca Isnul in Guatemala, both processed by the washed method. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.",An adeptly medium-roasted all-Pacamara blend that emphasizes this big-beaned variety’s engaging balance of sweet and savory impulses.,"Richly nut-toned, sweetly savory. Almond brittle, magnolia, date, fresh-cut oak, lemon-thyme in aroma and cup. Sweet-savory structure with gentle but lively acidity; creamy-smooth mouthfeel. The deeply sweet, nutty finish suggests almond brittle with magnolia and oak undertones. An adeptly medium-roasted all-Pacamara blend that emphasizes this big-beaned variety’s engaging balance of sweet and savory impulses."
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Henderson,Nevada,United States,"Sana’a growing region, Yemen",1,Yemen,July 2021,$35.00/8 ounces,94,Light,63/83,63,83,9.0,9.0,9.0,9.0,8.0,0.0,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. Sweet ferment suggesting rum barrel animates the crisply cocoa-toned finish. ","Sourced from producer groups across Yemen’s Sana’a growing region by Fatuom Muslot. Produced from trees of the Yemen landrace varieties Dawaeri and Tuffahi and processed by the natural method (sun-dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A balanced, bright Yemen cup with leading notes of vanilla-like florals and subtle sweet ferment.","Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. Sweet ferment suggesting rum barrel animates the crisply cocoa-toned finish.  A balanced, bright Yemen cup with leading notes of vanilla-like florals and subtle sweet ferment."
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Yilan,Taiwan,Taiwan,"El Guarco, Cartago Province, Costa Rica",1,Costa Rica,July 2021,NT $600/200 grams,94,Light,62/80,62,80,9.0,9.0,9.0,9.0,8.0,0.0,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity; very full, syrupy mouthfeel. Cocoa-driven finish with undertones of caramel and mustard seed.","Produced at Hacienda Tobosi entirely of the Villalobos variety of Arabica, and processed by the natural anaerobic method (whole fruit is fermented with limited oxygen before drying). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A uniquely composed Costa Rica coffee processed by an experimental anaerobic natural method that yields a cup equally fruity, floral, and deeply savory.","Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity; very full, syrupy mouthfeel. Cocoa-driven finish with undertones of caramel and mustard seed. A uniquely composed Costa Rica coffee processed by an experimental anaerobic natural method that yields a cup equally fruity, floral, and deeply savory."
Colombia Wush Wush,SkyTop Coffee,Manlius,New York,United States,"Santander Department, Colombia",1,Colombia,July 2021,$27.00/12 ounces,94,Medium,56/64,56,64,9.0,9.0,9.0,9.0,8.0,0.0,"Elegantly spice-toned, floral. Bergamot, lilac, pink peppercorn, caramel, plum in aroma and cup. Delicately sweet-savory structure with lively, juicy acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of caramel and plum.","Produced by Oscar Daza of Hacienda La Pradera entirely of the Ethiopian Wush Wush variety of Arabica, and processed by the honey method, in which some fruit flesh is allowed to adhere to the beans during drying. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A harmoniously balanced, satisfying complete, multi-layered Colombia cup produced from trees of the Ethiopian Wush Wush variety: citrus, spice, and stone fruit aromas and flavors throughout.","Elegantly spice-toned, floral. Bergamot, lilac, pink peppercorn, caramel, plum in aroma and cup. Delicately sweet-savory structure with lively, juicy acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of caramel and plum. A harmoniously balanced, satisfying complete, multi-layered Colombia cup produced from trees of the Ethiopian Wush Wush variety: citrus, spice, and stone fruit aromas and flavors throughout."
Brazil Gauriroba Natural,SOT Coffee Roaster,Osaka,Japan,Japan,"Minas Gerais State, southeastern Brazil",1,Brazil,July 2021,¥2980/100 grams,94,Light,82/104,82,104,9.0,9.0,9.0,9.0,8.0,0.0,"Citrusy-bright, juicy-sweet, spice-toned. Pink grapefruit zest, green peppercorn, honeysuckle, agave syrup, frankincense in aroma and cup. Delicately sweet-tart structure with high-toned, vibrant acidity; silky, buoyant mouthfeel. The resonant finish leads with notes of pink grapefruit zest and honeysuckle with green peppercorn and frankincense in the long.","Produced by Homero Aguiar Paiva at Fazenda Gauriroba entirely of the Yellow Catuai variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). SOT Coffee Roaster, based in Osaka, Japan, is a self-described Swedish-style roaster with an “aggressively light” roasting style. For more information, visit www.sotcoffee.com.","An intriguingly complex Brazil natural cup, resonant throughout with spice, citrus and sweet floral notes.","Citrusy-bright, juicy-sweet, spice-toned. Pink grapefruit zest, green peppercorn, honeysuckle, agave syrup, frankincense in aroma and cup. Delicately sweet-tart structure with high-toned, vibrant acidity; silky, buoyant mouthfeel. The resonant finish leads with notes of pink grapefruit zest and honeysuckle with green peppercorn and frankincense in the long. An intriguingly complex Brazil natural cup, resonant throughout with spice, citrus and sweet floral notes."
Rwanda “Silverback Returns”,Simon Hsieh Aroma Roast Coffees,Taoyuan,Taiwan,Taiwan,"Rutsiro District, western Rwanda",1,Rwanda,July 2021,NT $800/8 ounces,94,Medium-Dark,42/58,42,58,9.0,0.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Sweetly roast-toned, richly chocolaty and deep. Dark chocolate, black cherry, almond extract, marjoram, cedar in aroma and small cup. Creamy, viscous mouthfeel; chocolaty and fruit-driven finish. Chocolate explodes in three parts milk, supported by notes of black cherry and cedar with a hint of sweet marjoram. ","Comprised entirely of the Red Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A deftly darker-roasted single-origin espresso that’s equally impressive in the straight shot and in milk: chocolaty, fruit-toned; complex and rich.","Evaluated as espresso. Sweetly roast-toned, richly chocolaty and deep. Dark chocolate, black cherry, almond extract, marjoram, cedar in aroma and small cup. Creamy, viscous mouthfeel; chocolaty and fruit-driven finish. Chocolate explodes in three parts milk, supported by notes of black cherry and cedar with a hint of sweet marjoram.  A deftly darker-roasted single-origin espresso that’s equally impressive in the straight shot and in milk: chocolaty, fruit-toned; complex and rich."
Yemen Mocha Khulani,Dragonfly Coffee Roasters,Henderson,Nevada,United States,"Sana’a growing region, Yemen",1,Yemen,July 2021,$35.00/8 ounces,93,Medium-Light,60/80,60,80,9.0,9.0,8.0,9.0,8.0,0.0,"Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity; crisp, silky mouthfeel. Berry and cedar-toned finish.","Sourced from producer groups across Yemen’s Sana’a growing region by Fatuom Muslot. Produced from trees of the Yemen landrace varieties of Audaini, Dawaeri and Tuffahi and processed by the natural method (sun-dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A berry-driven, multi-layered Yemen coffee with spice-toned floral notes supporting raspberry and citrusy herb suggestions.","Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity; crisp, silky mouthfeel. Berry and cedar-toned finish. A berry-driven, multi-layered Yemen coffee with spice-toned floral notes supporting raspberry and citrusy herb suggestions."
Peru “El Dorado”,Simon Hsieh Aroma Roast Coffees,Taoyuan,Taiwan,Taiwan,"Jaen, Cajamarca, Peru",1,Peru,July 2021,NT $600/8 ounces,93,Medium-Dark,40/60,40,60,8.0,0.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Bold, roasty-sweet, floral-toned. Magnolia, hazelnut butter, dark chocolate, date, fresh-cut oak in aroma and small cup. Syrupy-smooth mouthfeel; crisp, floral-toned, chocolaty finish.","Produced by smallholding farmers of the Caturra, Typica, Catimor, Mundo Novo and Pache varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A resonant, roast-centered but balanced single-origin espresso with a lovely magnolia-like throughline.","Evaluated as espresso. Bold, roasty-sweet, floral-toned. Magnolia, hazelnut butter, dark chocolate, date, fresh-cut oak in aroma and small cup. Syrupy-smooth mouthfeel; crisp, floral-toned, chocolaty finish. A resonant, roast-centered but balanced single-origin espresso with a lovely magnolia-like throughline."
Yemen Mocha Harazi,Dragonfly Coffee Roasters,Henderson,Nevada,United States,"Sana’a growing region, Yemen",1,Yemen,July 2021,$35.00/8 ounces,93,Medium-Light,62/78,62,78,9.0,8.0,9.0,9.0,8.0,0.0,"Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; lightly syrupy mouthfeel. The finish consolidates to notes of molasses, clove and cashew.","Sourced from producer groups across Yemen’s Sana’a growing region by Fatuom Muslot. Produced from trees of the Yemen landrace varieties Dawaeri and Jadi and processed by the natural method (sun-dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A sweetly spice-toned Yemen cup with undertones of citrus zest, dried stone fruit and sweet nuts.","Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; lightly syrupy mouthfeel. The finish consolidates to notes of molasses, clove and cashew. A sweetly spice-toned Yemen cup with undertones of citrus zest, dried stone fruit and sweet nuts."
Top Blend 2,Forest Roasting,Yuanlin,Taiwan,Taiwan,Brazil; Colombia; Guatemala,3,Brazil; Colombia; Guatemala,July 2021,NT $380/12 ounces,92,Medium-Light,57/77,57,77,9.0,8.0,8.0,9.0,8.0,0.0,"Gently fruit-toned, cocoa-driven. Cocoa powder, black cherry, magnolia, fresh-cut fir, orange zest in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Cocoa- and fruit-toned, wood-framed finish.","A blend of coffees from Brazil, Colombia and Guatemala. Forest Roasting is a coffee roastery and cafe based in Yuanlin, Taiwan that specializes in quality coffees and food choices. Visit https://www.facebook.com/FOREST.ROASTING/about/?ref=page_internal for more information.","A friendly, accessible blend of coffees from Brazil, Colombia and Guatemala that nets a cocoa- and fruit-toned cup.","Gently fruit-toned, cocoa-driven. Cocoa powder, black cherry, magnolia, fresh-cut fir, orange zest in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Cocoa- and fruit-toned, wood-framed finish. A friendly, accessible blend of coffees from Brazil, Colombia and Guatemala that nets a cocoa- and fruit-toned cup."
Top Blend 1,Forest Roasting,Yuanlin,Taiwan,Taiwan,Panama; Ethiopia; Costa Rica,3,Ethiopia; Costa Rica; Panama,July 2021,NT $380/12 ounces,93,Medium-Light,58/76,58,76,9.0,9.0,8.0,9.0,8.0,0.0,"Balanced, bright, sweet-toned. Apricot, cocoa nib, lavender, maple syrup, cedar in aroma and cup. Sweetly tart with vibrant, malic (apple-like) acidity; delicately satiny mouthfeel. Finish consolidates to notes of cocoa nib and lavender with undertones of maple syrup.","A blend of coffees from Panama, Ethiopia and Costa Rica. Forest Roasting is a coffee roastery and cafe based in Yuanlin, Taiwan that specializes in quality coffees and food choices. Visit https://www.facebook.com/FOREST.ROASTING/about/?ref=page_internal for more information.","A nuanced blend of coffees from Panama, Ethiopia and Costa Rica with an especially pleasing, crisply juicy acidity.","Balanced, bright, sweet-toned. Apricot, cocoa nib, lavender, maple syrup, cedar in aroma and cup. Sweetly tart with vibrant, malic (apple-like) acidity; delicately satiny mouthfeel. Finish consolidates to notes of cocoa nib and lavender with undertones of maple syrup. A nuanced blend of coffees from Panama, Ethiopia and Costa Rica with an especially pleasing, crisply juicy acidity."
Quattoro Mountain Blend,Japanese Coffee Co.,Sapporo,Japan,Japan,Colombia; Ecuador; Indonesia; Uganda,4,Colombia; Ecuador; Indonesia; Uganda,July 2021,$48.00/12 ounces,91,Medium-Dark,42/56,42,56,8.0,0.0,8.0,9.0,7.0,9.0,"Evaluated as espresso. Bold, sweetly roast-toned, chocolaty. Dark chocolate, rhododendron, raisin, scorched oak, molasses in aroma and small cup. Velvety mouthfeel; gently drying, roasty-sweet finish with dark chocolate and scorched oak undertones. The milk shot is both floral and chocolaty, supported by notes of raisin and molasses.","A darker-roasted blend of coffees from Colombia, Ecuador, Indonesia and Uganda. Japanese Coffee Co. is a Sapporo-based roastery specializing in the Sumiyaki charcoal-roasting method and operates 10 coffee shops throughout the Hokkaido area. Visit www.japanesecoffeeco.com for more information.",A complex darker-roasted blend. Cappuccino-scaled milk brings out its chocolaty best.,"Evaluated as espresso. Bold, sweetly roast-toned, chocolaty. Dark chocolate, rhododendron, raisin, scorched oak, molasses in aroma and small cup. Velvety mouthfeel; gently drying, roasty-sweet finish with dark chocolate and scorched oak undertones. The milk shot is both floral and chocolaty, supported by notes of raisin and molasses. A complex darker-roasted blend. Cappuccino-scaled milk brings out its chocolaty best."
Brazil Ipanema Golden Edition C26 Lychee,GK Coffee,Yilan,Taiwan,Taiwan,"Ipanema, Brazil",1,Brazil,July 2021,NT $200/160-ml bottle,94,Light,0/0,0,0,9.0,0.0,9.0,9.0,8.0,9.0,"A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity; refreshingly silky mouthfeel. Guava and dark chocolate lead in the finish, with undertones of cedar and vanilla. Like sweet guava ice cream with a cedar edge in milk.","The coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2021 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold water. Contains no additives or ingredients other than coffee and water. The green coffee used is a natural-processed Yellow Caturra from Fazenda Rio Verde in Brazil that is Rainforest-Alliance-certified. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","An unusual, uniquely composed single-origin Brazil cold-brew: tropical, tart-leaning, richly fruity.","A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity; refreshingly silky mouthfeel. Guava and dark chocolate lead in the finish, with undertones of cedar and vanilla. Like sweet guava ice cream with a cedar edge in milk. An unusual, uniquely composed single-origin Brazil cold-brew: tropical, tart-leaning, richly fruity."
